id,timestamp,transaction_type,token,amount
1184,1571908208,WITHDRAWAL,ETH,0.688367
1185,1571908190,DEPOSIT,XRP,0.530683
1186,1571908166,DEPOSIT,XRP,0.078946
1187,1571908090,WITHDRAWAL,XRP,0.553076
1188,1571907994,DEPOSIT,ETH,0.70024
1189,1571907943,DEPOSIT,BTC,0.080718
1190,1571907855,WITHDRAWAL,ETH,0.097187
1191,1571907805,DEPOSIT,ETH,0.050677
1192,1571907739,DEPOSIT,ETH,0.729184
1193,1571907650,DEPOSIT,ETH,0.491428
1194,1571907563,DEPOSIT,BTC,0.211358
1195,1571907534,WITHDRAWAL,XRP,0.892971
1196,1571907515,DEPOSIT,ETH,0.098082
1197,1571907482,DEPOSIT,BTC,0.384441
1198,1571907442,WITHDRAWAL,XRP,0.700094
1199,1571907381,DEPOSIT,BTC,0.102924
1200,1571907303,DEPOSIT,BTC,0.46852
1201,1571907226,DEPOSIT,BTC,0.319854
1202,1571907134,DEPOSIT,BTC,0.271015
1203,1571907076,DEPOSIT,BTC,0.508998
1204,1571906993,DEPOSIT,XRP,0.973637
1205,1571906988,DEPOSIT,ETH,0.91649
1206,1571906970,WITHDRAWAL,ETH,0.653282
1207,1571906938,DEPOSIT,BTC,0.998047
1208,1571906916,DEPOSIT,BTC,0.741183
1209,1571906878,WITHDRAWAL,BTC,0.388588
1210,1571906825,WITHDRAWAL,XRP,0.270038
1211,1571906727,WITHDRAWAL,XRP,0.607695
1212,1571906628,DEPOSIT,XRP,0.892076
1213,1571906549,DEPOSIT,ETH,0.31403
1214,1571906540,DEPOSIT,BTC,0.792546
1215,1571906498,DEPOSIT,XRP,0.661074
1216,1571906435,WITHDRAWAL,BTC,0.75277
1217,1571906428,WITHDRAWAL,BTC,0.541482
1218,1571906426,WITHDRAWAL,BTC,0.313759
1219,1571906332,DEPOSIT,ETH,0.042897
1220,1571906309,DEPOSIT,XRP,0.453502
1221,1571906250,DEPOSIT,ETH,0.028763
1222,1571906175,WITHDRAWAL,XRP,0.384703
1223,1571906083,DEPOSIT,ETH,0.359332
1224,1571906022,DEPOSIT,XRP,0.808027
1225,1571905942,DEPOSIT,XRP,0.205559
1226,1571905864,WITHDRAWAL,ETH,0.849359
1227,1571905812,DEPOSIT,ETH,0.707667
1228,1571905739,DEPOSIT,XRP,0.397844
1229,1571905706,DEPOSIT,ETH,0.810197
1230,1571905686,WITHDRAWAL,BTC,0.448085
1231,1571905651,DEPOSIT,XRP,0.59408
1232,1571905589,DEPOSIT,ETH,0.622987
1233,1571905533,WITHDRAWAL,XRP,0.646785
1234,1571905456,WITHDRAWAL,BTC,0.834569
1235,1571905445,DEPOSIT,ETH,0.253065
1236,1571905367,DEPOSIT,ETH,0.276345
1237,1571905288,WITHDRAWAL,BTC,0.722084
1238,1571905205,WITHDRAWAL,XRP,0.459952
1239,1571905204,WITHDRAWAL,XRP,0.837567
1240,1571905121,DEPOSIT,ETH,0.000659
1241,1571905039,WITHDRAWAL,BTC,0.595377
1242,1571904978,WITHDRAWAL,BTC,0.913757
1243,1571904952,DEPOSIT,ETH,0.507762
1244,1571904897,DEPOSIT,BTC,0.324005
1245,1571904879,DEPOSIT,XRP,0.376782
1246,1571904783,DEPOSIT,XRP,0.920766
1247,1571904752,DEPOSIT,BTC,0.762585
1248,1571904724,WITHDRAWAL,BTC,0.866633
1249,1571904643,DEPOSIT,ETH,0.969119
1250,1571904558,DEPOSIT,BTC,0.797384
1251,1571904538,DEPOSIT,ETH,0.812171
1252,1571904509,DEPOSIT,BTC,0.976561
1253,1571904477,WITHDRAWAL,BTC,0.7193
1254,1571904471,DEPOSIT,ETH,0.328614
1255,1571904414,DEPOSIT,ETH,0.776324
1256,1571904321,WITHDRAWAL,ETH,0.36641
1257,1571904246,WITHDRAWAL,XRP,0.309717
1258,1571904225,DEPOSIT,XRP,0.741076
1259,1571904222,DEPOSIT,BTC,0.244486
1260,1571904180,DEPOSIT,BTC,0.631556
1261,1571904137,WITHDRAWAL,XRP,0.949061
1262,1571904114,DEPOSIT,BTC,0.757546
1263,1571904077,WITHDRAWAL,ETH,0.119016
1264,1571904030,DEPOSIT,ETH,0.091319
1265,1571904010,DEPOSIT,BTC,0.317933
1266,1571903977,DEPOSIT,ETH,0.414592
1267,1571903897,WITHDRAWAL,BTC,0.97094
1268,1571903858,DEPOSIT,BTC,0.003434
1269,1571903779,WITHDRAWAL,ETH,0.090385
1270,1571903694,DEPOSIT,ETH,0.955112
1271,1571903650,WITHDRAWAL,BTC,0.080106
1272,1571903640,WITHDRAWAL,BTC,0.080211
1273,1571903560,WITHDRAWAL,XRP,0.44451
1274,1571903471,DEPOSIT,XRP,0.07483
1275,1571903409,DEPOSIT,ETH,0.453548
1276,1571903339,DEPOSIT,BTC,0.350029
1277,1571903295,WITHDRAWAL,BTC,0.749569
1278,1571903264,WITHDRAWAL,BTC,0.75722
1279,1571903167,DEPOSIT,XRP,0.017971
1280,1571903071,DEPOSIT,BTC,0.69954
1281,1571902996,DEPOSIT,XRP,0.601879
1282,1571902962,DEPOSIT,BTC,0.976915
1283,1571902873,WITHDRAWAL,XRP,0.995808
1284,1571902792,WITHDRAWAL,BTC,0.241275
1285,1571902774,DEPOSIT,ETH,0.446789
1286,1571902699,DEPOSIT,ETH,0.753976
1287,1571902628,DEPOSIT,BTC,0.351578
1288,1571902598,DEPOSIT,BTC,0.519733
1289,1571902552,DEPOSIT,XRP,0.332277
1290,1571902538,WITHDRAWAL,BTC,0.192233
1291,1571902477,DEPOSIT,XRP,0.021275
1292,1571902441,WITHDRAWAL,BTC,0.398935
1293,1571902410,WITHDRAWAL,BTC,0.703114
1294,1571902391,DEPOSIT,XRP,0.538653
1295,1571902297,DEPOSIT,BTC,0.413307
1296,1571902296,DEPOSIT,XRP,0.858591
1297,1571902209,DEPOSIT,XRP,0.757478
1298,1571902119,DEPOSIT,ETH,0.700518
1299,1571902050,DEPOSIT,XRP,0.896576
1300,1571902020,DEPOSIT,XRP,0.848117
1301,1571902003,DEPOSIT,ETH,0.635041
1302,1571901946,WITHDRAWAL,BTC,0.207506
1303,1571901854,DEPOSIT,ETH,0.319726
1304,1571901805,WITHDRAWAL,BTC,0.845005
1305,1571901805,DEPOSIT,BTC,0.043603
1306,1571901711,DEPOSIT,ETH,0.87205
1307,1571901690,DEPOSIT,BTC,0.979402
1308,1571901659,DEPOSIT,ETH,0.982087
1309,1571901652,WITHDRAWAL,BTC,0.759274
1310,1571901579,DEPOSIT,BTC,0.274661
1311,1571901571,DEPOSIT,ETH,0.804838
1312,1571901504,WITHDRAWAL,BTC,0.326212
1313,1571901478,DEPOSIT,BTC,0.672832
1314,1571901424,WITHDRAWAL,ETH,0.64284
1315,1571901376,WITHDRAWAL,ETH,0.449425
1316,1571901287,DEPOSIT,XRP,0.485849
1317,1571901230,DEPOSIT,XRP,0.204759
1318,1571901187,WITHDRAWAL,XRP,0.706675
1319,1571901148,WITHDRAWAL,BTC,0.427099
1320,1571901098,WITHDRAWAL,XRP,0.011851
1321,1571901050,DEPOSIT,BTC,0.913249
1322,1571901033,DEPOSIT,BTC,0.091246
1323,1571900935,DEPOSIT,XRP,0.064321
1324,1571900866,DEPOSIT,ETH,0.84067
1325,1571900833,DEPOSIT,ETH,0.362673
1326,1571900766,WITHDRAWAL,ETH,0.597848
1327,1571900741,DEPOSIT,XRP,0.806215
1328,1571900721,DEPOSIT,BTC,0.007294
1329,1571900712,WITHDRAWAL,XRP,0.221799
1330,1571900623,WITHDRAWAL,XRP,0.242429
1331,1571900559,DEPOSIT,ETH,0.998096
1332,1571900554,DEPOSIT,BTC,0.287002
1333,1571900521,DEPOSIT,ETH,0.818964
1334,1571900431,DEPOSIT,XRP,0.336665
1335,1571900397,DEPOSIT,BTC,0.369694
1336,1571900325,WITHDRAWAL,BTC,0.642724
1337,1571900298,DEPOSIT,BTC,0.043646
1338,1571900294,WITHDRAWAL,ETH,0.474316
1339,1571900285,DEPOSIT,BTC,0.640663
1340,1571900220,DEPOSIT,BTC,0.415254
1341,1571900141,DEPOSIT,BTC,0.274982
1342,1571900092,DEPOSIT,XRP,0.128463
1343,1571900066,DEPOSIT,BTC,0.859826
1344,1571900014,DEPOSIT,XRP,0.082123
1345,1571899954,WITHDRAWAL,BTC,0.260293
1346,1571899864,WITHDRAWAL,ETH,0.690833
1347,1571899803,WITHDRAWAL,BTC,0.488539
1348,1571899755,WITHDRAWAL,XRP,0.393063
1349,1571899663,WITHDRAWAL,BTC,0.340415
1350,1571899641,DEPOSIT,BTC,0.478382
1351,1571899599,DEPOSIT,XRP,0.119714
1352,1571899559,WITHDRAWAL,ETH,0.949095
1353,1571899533,WITHDRAWAL,XRP,0.837275
1354,1571899436,WITHDRAWAL,XRP,0.730809
1355,1571899363,WITHDRAWAL,ETH,0.273907
1356,1571899361,DEPOSIT,BTC,0.024747
1357,1571899271,DEPOSIT,BTC,0.839351
1358,1571899259,WITHDRAWAL,XRP,0.084739
1359,1571899193,DEPOSIT,ETH,0.834512
1360,1571899153,WITHDRAWAL,XRP,0.138084
1361,1571899119,WITHDRAWAL,BTC,0.22311
1362,1571899052,WITHDRAWAL,BTC,0.235591
1363,1571898980,WITHDRAWAL,XRP,0.779383
1364,1571898893,WITHDRAWAL,BTC,0.192497
1365,1571898878,DEPOSIT,BTC,0.555516
1366,1571898802,DEPOSIT,ETH,0.918905
1367,1571898730,DEPOSIT,BTC,0.621347
1368,1571898677,DEPOSIT,BTC,0.109858
1369,1571898655,DEPOSIT,ETH,0.90039
1370,1571898613,DEPOSIT,XRP,0.346866
1371,1571898514,DEPOSIT,XRP,0.724412
1372,1571898463,DEPOSIT,ETH,0.262906
1373,1571898448,DEPOSIT,ETH,0.150014
1374,1571898368,DEPOSIT,XRP,0.644619
1375,1571898279,DEPOSIT,BTC,0.248692
1376,1571898249,DEPOSIT,ETH,0.417835
1377,1571898221,WITHDRAWAL,ETH,0.423409
1378,1571898170,WITHDRAWAL,ETH,0.283304
1379,1571898109,WITHDRAWAL,ETH,0.618846
1380,1571898048,DEPOSIT,BTC,0.103108
1381,1571898007,WITHDRAWAL,ETH,0.580406
1382,1571897984,DEPOSIT,ETH,0.999792
1383,1571897892,DEPOSIT,ETH,0.200403
1384,1571897852,DEPOSIT,BTC,0.905066
1385,1571897755,DEPOSIT,ETH,0.697871
1386,1571897689,WITHDRAWAL,ETH,0.417801
1387,1571897605,DEPOSIT,BTC,0.026258
1388,1571897596,WITHDRAWAL,XRP,0.419893
1389,1571897574,WITHDRAWAL,XRP,0.14729
1390,1571897570,DEPOSIT,XRP,0.573685
1391,1571897527,DEPOSIT,BTC,0.69519
1392,1571897484,WITHDRAWAL,ETH,0.09775
1393,1571897421,DEPOSIT,XRP,0.752671
1394,1571897378,DEPOSIT,XRP,0.055065
1395,1571897311,DEPOSIT,BTC,0.308404
1396,1571897310,WITHDRAWAL,ETH,0.828083
1397,1571897236,DEPOSIT,ETH,0.635602
1398,1571897194,WITHDRAWAL,XRP,0.152261
1399,1571897109,DEPOSIT,BTC,0.124556
1400,1571897048,WITHDRAWAL,BTC,0.342446
1401,1571897009,DEPOSIT,XRP,0.750956
1402,1571896938,WITHDRAWAL,BTC,0.046212
1403,1571896925,DEPOSIT,BTC,0.407766
1404,1571896849,DEPOSIT,BTC,0.554948
1405,1571896848,WITHDRAWAL,XRP,0.967821
1406,1571896781,DEPOSIT,XRP,0.556422
1407,1571896735,DEPOSIT,ETH,0.305907
1408,1571896706,WITHDRAWAL,ETH,0.431322
1409,1571896620,DEPOSIT,XRP,0.120606
1410,1571896564,DEPOSIT,XRP,0.671593
1411,1571896540,DEPOSIT,BTC,0.476086
1412,1571896475,WITHDRAWAL,BTC,0.717492
1413,1571896392,WITHDRAWAL,ETH,0.007487
1414,1571896390,DEPOSIT,XRP,0.008553
1415,1571896378,DEPOSIT,BTC,0.520279
1416,1571896324,DEPOSIT,ETH,0.084894
1417,1571896229,DEPOSIT,BTC,0.93015
1418,1571896205,WITHDRAWAL,ETH,0.619154
1419,1571896194,DEPOSIT,ETH,0.284572
1420,1571896120,WITHDRAWAL,ETH,0.987985
1421,1571896115,DEPOSIT,XRP,0.257769
1422,1571896098,DEPOSIT,BTC,0.025309
1423,1571896005,WITHDRAWAL,ETH,0.997438
1424,1571895999,DEPOSIT,XRP,0.969782
1425,1571895921,DEPOSIT,ETH,0.822185
1426,1571895874,WITHDRAWAL,XRP,0.872978
1427,1571895840,DEPOSIT,BTC,0.077932
1428,1571895777,WITHDRAWAL,BTC,0.050956
1429,1571895757,DEPOSIT,BTC,0.244363
1430,1571895674,DEPOSIT,ETH,0.531693
1431,1571895656,WITHDRAWAL,BTC,0.611125
1432,1571895627,DEPOSIT,BTC,0.55596
1433,1571895571,DEPOSIT,ETH,0.519888
1434,1571895512,DEPOSIT,XRP,0.589756
1435,1571895423,DEPOSIT,ETH,0.082894
1436,1571895390,DEPOSIT,ETH,0.361622
1437,1571895347,WITHDRAWAL,XRP,0.797362
1438,1571895307,DEPOSIT,BTC,0.175042
1439,1571895300,WITHDRAWAL,ETH,0.352297
1440,1571895273,DEPOSIT,BTC,0.067613
1441,1571895198,DEPOSIT,ETH,0.663999
1442,1571895114,DEPOSIT,XRP,0.8354
1443,1571895069,WITHDRAWAL,XRP,0.901352
1444,1571895044,DEPOSIT,BTC,0.790778
1445,1571894991,DEPOSIT,XRP,0.234358
1446,1571894989,DEPOSIT,XRP,0.251263
1447,1571894953,DEPOSIT,BTC,0.198734
1448,1571894913,DEPOSIT,BTC,0.699726
1449,1571894859,DEPOSIT,XRP,0.360856
1450,1571894798,WITHDRAWAL,BTC,0.975706
1451,1571894717,DEPOSIT,XRP,0.423346
1452,1571894711,DEPOSIT,XRP,0.936285
1453,1571894642,DEPOSIT,ETH,0.095821
1454,1571894544,WITHDRAWAL,BTC,0.200825
1455,1571894496,DEPOSIT,BTC,0.99906
1456,1571894492,WITHDRAWAL,BTC,0.792756
1457,1571894492,DEPOSIT,XRP,0.020448
1458,1571894447,DEPOSIT,ETH,0.475023
1459,1571894405,WITHDRAWAL,BTC,0.271565
1460,1571894309,DEPOSIT,XRP,0.245071
1461,1571894220,DEPOSIT,ETH,0.472688
1462,1571894144,DEPOSIT,XRP,0.959274
1463,1571894066,WITHDRAWAL,XRP,0.195909
1464,1571894050,WITHDRAWAL,BTC,0.796154
1465,1571893958,WITHDRAWAL,BTC,0.605218
1466,1571893899,WITHDRAWAL,ETH,0.540039
1467,1571893869,DEPOSIT,BTC,0.871468
1468,1571893864,DEPOSIT,XRP,0.315213
1469,1571893803,WITHDRAWAL,BTC,0.52984
1470,1571893762,DEPOSIT,XRP,0.163611
1471,1571893668,DEPOSIT,BTC,0.302635
1472,1571893624,WITHDRAWAL,BTC,0.733231
1473,1571893545,WITHDRAWAL,XRP,0.572643
1474,1571893527,WITHDRAWAL,BTC,0.856699
1475,1571893513,WITHDRAWAL,XRP,0.420863
1476,1571893445,WITHDRAWAL,ETH,0.836747
1477,1571893364,WITHDRAWAL,BTC,0.452043
1478,1571893317,DEPOSIT,ETH,0.997466
1479,1571893221,WITHDRAWAL,ETH,0.794143
1480,1571893131,DEPOSIT,BTC,0.370271
1481,1571893073,DEPOSIT,ETH,0.376602
1482,1571892983,DEPOSIT,ETH,0.260055
1483,1571892938,WITHDRAWAL,XRP,0.945398
1484,1571892935,DEPOSIT,XRP,0.106486
1485,1571892895,DEPOSIT,BTC,0.911115
1486,1571892849,WITHDRAWAL,BTC,0.24695
1487,1571892787,WITHDRAWAL,BTC,0.439985
1488,1571892724,WITHDRAWAL,XRP,0.629955
1489,1571892625,DEPOSIT,XRP,0.418525
1490,1571892527,WITHDRAWAL,BTC,0.039082
1491,1571892499,WITHDRAWAL,XRP,0.560032
1492,1571892489,WITHDRAWAL,BTC,0.054116
1493,1571892412,WITHDRAWAL,XRP,0.890038
1494,1571892377,DEPOSIT,BTC,0.630142
1495,1571892341,DEPOSIT,ETH,0.795739
1496,1571892249,WITHDRAWAL,ETH,0.125215
1497,1571892195,WITHDRAWAL,BTC,0.663839
1498,1571892167,WITHDRAWAL,BTC,0.885379
1499,1571892141,WITHDRAWAL,ETH,0.374234
1500,1571892086,DEPOSIT,ETH,0.511914
1501,1571892004,WITHDRAWAL,BTC,0.388077
1502,1571891908,WITHDRAWAL,BTC,0.355746
1503,1571891868,DEPOSIT,XRP,0.683895
1504,1571891806,WITHDRAWAL,ETH,0.564023
1505,1571891711,WITHDRAWAL,ETH,0.175778
1506,1571891708,WITHDRAWAL,BTC,0.598214
1507,1571891657,WITHDRAWAL,XRP,0.336943
1508,1571891624,WITHDRAWAL,BTC,0.477902
1509,1571891613,WITHDRAWAL,ETH,0.469515
1510,1571891590,WITHDRAWAL,BTC,0.939969
1511,1571891576,DEPOSIT,BTC,0.696916
1512,1571891528,DEPOSIT,XRP,0.723256
1513,1571891466,DEPOSIT,XRP,0.502058
1514,1571891391,DEPOSIT,BTC,0.037132
1515,1571891386,WITHDRAWAL,BTC,0.007666
1516,1571891287,DEPOSIT,BTC,0.832304
1517,1571891287,DEPOSIT,BTC,0.722064
1518,1571891261,DEPOSIT,XRP,0.521288
1519,1571891177,DEPOSIT,XRP,0.007141
1520,1571891144,DEPOSIT,ETH,0.973713
1521,1571891093,DEPOSIT,XRP,0.693051
1522,1571890997,WITHDRAWAL,XRP,0.449678
1523,1571890913,WITHDRAWAL,ETH,0.217299
1524,1571890864,WITHDRAWAL,BTC,0.025944
1525,1571890861,WITHDRAWAL,ETH,0.227958
1526,1571890795,WITHDRAWAL,ETH,0.409629
1527,1571890787,WITHDRAWAL,ETH,0.519124
1528,1571890728,WITHDRAWAL,ETH,0.619637
1529,1571890698,DEPOSIT,XRP,0.767995
1530,1571890685,WITHDRAWAL,BTC,0.511286
1531,1571890604,WITHDRAWAL,ETH,0.071425
1532,1571890519,DEPOSIT,ETH,0.223048
1533,1571890487,WITHDRAWAL,BTC,0.527993
1534,1571890428,WITHDRAWAL,ETH,0.415228
1535,1571890341,WITHDRAWAL,ETH,0.406472
1536,1571890284,DEPOSIT,XRP,0.602903
1537,1571890256,DEPOSIT,BTC,0.741174
1538,1571890255,DEPOSIT,ETH,0.73489
1539,1571890159,WITHDRAWAL,BTC,0.460072
1540,1571890151,WITHDRAWAL,XRP,0.460151
1541,1571890054,DEPOSIT,ETH,0.304671
1542,1571890018,WITHDRAWAL,ETH,0.145256
1543,1571889994,DEPOSIT,BTC,0.471631
1544,1571889934,WITHDRAWAL,BTC,0.173065
1545,1571889840,WITHDRAWAL,XRP,0.594877
1546,1571889793,WITHDRAWAL,ETH,0.968227
1547,1571889759,WITHDRAWAL,ETH,0.128793
1548,1571889754,DEPOSIT,XRP,0.866391
1549,1571889655,DEPOSIT,ETH,0.174921
1550,1571889572,DEPOSIT,ETH,0.576108
1551,1571889568,WITHDRAWAL,ETH,0.006744
1552,1571889487,WITHDRAWAL,ETH,0.199431
1553,1571889450,DEPOSIT,XRP,0.343636
1554,1571889385,DEPOSIT,ETH,0.664109
1555,1571889377,DEPOSIT,BTC,0.801572
1556,1571889365,DEPOSIT,ETH,0.559851
1557,1571889302,DEPOSIT,ETH,0.180247
1558,1571889248,WITHDRAWAL,ETH,0.907987
1559,1571889172,DEPOSIT,XRP,0.107726
1560,1571889077,DEPOSIT,BTC,0.277105
1561,1571889032,WITHDRAWAL,ETH,0.184049
1562,1571888998,DEPOSIT,BTC,0.114541
1563,1571888965,WITHDRAWAL,ETH,0.981125
1564,1571888925,WITHDRAWAL,XRP,0.416138
1565,1571888922,WITHDRAWAL,BTC,0.89185
1566,1571888831,DEPOSIT,ETH,0.200994
1567,1571888786,DEPOSIT,ETH,0.852975
1568,1571888695,DEPOSIT,XRP,0.80892
1569,1571888659,WITHDRAWAL,ETH,0.732192
1570,1571888605,WITHDRAWAL,BTC,0.093694
1571,1571888552,DEPOSIT,BTC,0.897855
1572,1571888471,DEPOSIT,ETH,0.339393
1573,1571888446,WITHDRAWAL,ETH,0.63697
1574,1571888384,DEPOSIT,BTC,0.516028
1575,1571888324,DEPOSIT,ETH,0.247886
1576,1571888317,DEPOSIT,XRP,0.452647
1577,1571888268,DEPOSIT,XRP,0.504384
1578,1571888259,DEPOSIT,ETH,0.132094
1579,1571888185,WITHDRAWAL,XRP,0.104532
1580,1571888166,WITHDRAWAL,XRP,0.920579
1581,1571888106,DEPOSIT,XRP,0.236202
1582,1571888011,DEPOSIT,ETH,0.125325
1583,1571887957,DEPOSIT,BTC,0.573124
1584,1571887932,WITHDRAWAL,ETH,0.939362
1585,1571887863,DEPOSIT,ETH,0.269234
1586,1571887787,DEPOSIT,ETH,0.923994
1587,1571887710,DEPOSIT,BTC,0.176615
1588,1571887636,DEPOSIT,BTC,0.599395
1589,1571887560,DEPOSIT,BTC,0.672651
1590,1571887490,DEPOSIT,BTC,0.456176
1591,1571887419,DEPOSIT,ETH,0.81244
1592,1571887381,DEPOSIT,ETH,0.816699
1593,1571887342,DEPOSIT,XRP,0.492414
1594,1571887298,DEPOSIT,XRP,0.14772
1595,1571887275,DEPOSIT,BTC,0.974701
1596,1571887275,DEPOSIT,XRP,0.542544
1597,1571887269,DEPOSIT,XRP,0.066088
1598,1571887212,WITHDRAWAL,XRP,0.320059
1599,1571887144,WITHDRAWAL,BTC,0.035143
1600,1571887121,WITHDRAWAL,BTC,0.860283
1601,1571887106,DEPOSIT,ETH,0.282754
1602,1571887106,DEPOSIT,BTC,0.106998
1603,1571887082,DEPOSIT,BTC,0.159116
1604,1571887071,DEPOSIT,XRP,0.847308
1605,1571887042,DEPOSIT,XRP,0.467287
1606,1571886956,DEPOSIT,ETH,0.888749
1607,1571886880,WITHDRAWAL,ETH,0.288601
1608,1571886880,DEPOSIT,BTC,0.070719
1609,1571886842,WITHDRAWAL,BTC,0.967321
1610,1571886838,WITHDRAWAL,BTC,0.689135
1611,1571886812,WITHDRAWAL,BTC,0.720665
1612,1571886800,WITHDRAWAL,BTC,0.288929
1613,1571886757,DEPOSIT,BTC,0.626205
1614,1571886755,DEPOSIT,BTC,0.575263
1615,1571886728,WITHDRAWAL,BTC,0.8401
1616,1571886689,WITHDRAWAL,ETH,0.914824
1617,1571886610,DEPOSIT,XRP,0.74456
1618,1571886518,DEPOSIT,XRP,0.56136
1619,1571886430,WITHDRAWAL,BTC,0.768558
1620,1571886336,DEPOSIT,ETH,0.757657
1621,1571886302,WITHDRAWAL,BTC,0.31024
1622,1571886239,DEPOSIT,XRP,0.694273
1623,1571886151,WITHDRAWAL,BTC,0.057042
1624,1571886087,DEPOSIT,BTC,0.532486
1625,1571886039,WITHDRAWAL,XRP,0.341791
1626,1571886030,WITHDRAWAL,BTC,0.297306
1627,1571886007,WITHDRAWAL,BTC,0.594177
1628,1571885947,DEPOSIT,ETH,0.833306
1629,1571885920,DEPOSIT,ETH,0.042562
1630,1571885908,DEPOSIT,ETH,0.62979
1631,1571885823,WITHDRAWAL,BTC,0.66502
1632,1571885739,DEPOSIT,BTC,0.443789
1633,1571885689,DEPOSIT,BTC,0.060243
1634,1571885669,DEPOSIT,ETH,0.344574
1635,1571885633,WITHDRAWAL,ETH,0.690284
1636,1571885596,DEPOSIT,BTC,0.133022
1637,1571885524,DEPOSIT,ETH,0.317523
1638,1571885515,WITHDRAWAL,BTC,0.365084
1639,1571885445,DEPOSIT,ETH,0.798232
1640,1571885427,DEPOSIT,XRP,0.461837
1641,1571885351,DEPOSIT,BTC,0.808322
1642,1571885338,WITHDRAWAL,ETH,0.288599
1643,1571885323,WITHDRAWAL,ETH,0.135483
1644,1571885283,DEPOSIT,ETH,0.139285
1645,1571885236,DEPOSIT,XRP,0.334334
1646,1571885156,WITHDRAWAL,BTC,0.456206
1647,1571885141,WITHDRAWAL,ETH,0.055348
1648,1571885065,DEPOSIT,BTC,0.047625
1649,1571885038,DEPOSIT,XRP,0.397269
1650,1571884955,DEPOSIT,BTC,0.054523
1651,1571884867,WITHDRAWAL,BTC,0.116496
1652,1571884856,DEPOSIT,BTC,0.472232
1653,1571884831,WITHDRAWAL,BTC,0.403779
1654,1571884775,WITHDRAWAL,XRP,0.333181
1655,1571884708,DEPOSIT,BTC,0.394715
1656,1571884633,WITHDRAWAL,ETH,0.897859
1657,1571884633,DEPOSIT,XRP,0.212758
1658,1571884601,WITHDRAWAL,ETH,0.678743
1659,1571884581,WITHDRAWAL,BTC,0.969536
1660,1571884491,DEPOSIT,BTC,0.563525
1661,1571884420,WITHDRAWAL,BTC,0.643556
1662,1571884379,WITHDRAWAL,BTC,0.944364
1663,1571884353,DEPOSIT,BTC,0.362034
1664,1571884325,DEPOSIT,ETH,0.097171
1665,1571884295,DEPOSIT,BTC,0.791033
1666,1571884286,DEPOSIT,BTC,0.169999
1667,1571884229,DEPOSIT,BTC,0.274381
1668,1571884141,WITHDRAWAL,ETH,0.929883
1669,1571884078,WITHDRAWAL,BTC,0.230511
1670,1571884058,DEPOSIT,BTC,0.177629
1671,1571883988,DEPOSIT,XRP,0.906398
1672,1571883898,WITHDRAWAL,ETH,0.872223
1673,1571883806,WITHDRAWAL,XRP,0.539052
1674,1571883775,DEPOSIT,BTC,0.877559
1675,1571883768,WITHDRAWAL,XRP,0.599883
1676,1571883756,WITHDRAWAL,ETH,0.264319
1677,1571883658,DEPOSIT,ETH,0.616357
1678,1571883650,DEPOSIT,ETH,0.498468
1679,1571883645,WITHDRAWAL,ETH,0.914804
1680,1571883548,DEPOSIT,BTC,0.357403
1681,1571883487,DEPOSIT,BTC,0.110402
1682,1571883458,WITHDRAWAL,BTC,0.060285
1683,1571883406,WITHDRAWAL,XRP,0.185458
1684,1571883324,DEPOSIT,ETH,0.27233
1685,1571883246,DEPOSIT,ETH,0.914445
1686,1571883214,WITHDRAWAL,BTC,0.737344
1687,1571883173,WITHDRAWAL,BTC,0.436828
1688,1571883143,WITHDRAWAL,BTC,0.129601
1689,1571883065,DEPOSIT,XRP,0.549592
1690,1571883057,DEPOSIT,ETH,0.234627
1691,1571882975,WITHDRAWAL,XRP,0.885732
1692,1571882929,DEPOSIT,BTC,0.482718
1693,1571882886,DEPOSIT,ETH,0.686096
1694,1571882864,WITHDRAWAL,BTC,0.932751
1695,1571882794,DEPOSIT,XRP,0.571512
1696,1571882756,DEPOSIT,BTC,0.639632
1697,1571882676,DEPOSIT,XRP,0.06719
1698,1571882629,DEPOSIT,BTC,0.879895
1699,1571882560,DEPOSIT,ETH,0.752956
1700,1571882484,WITHDRAWAL,ETH,0.093139
1701,1571882413,DEPOSIT,BTC,0.484611
1702,1571882335,DEPOSIT,ETH,0.398197
1703,1571882274,WITHDRAWAL,XRP,0.828916
1704,1571882213,WITHDRAWAL,ETH,0.488648
1705,1571882119,DEPOSIT,BTC,0.139756
1706,1571882034,DEPOSIT,BTC,0.458294
1707,1571882007,DEPOSIT,BTC,0.613725
1708,1571881931,WITHDRAWAL,ETH,0.784711
1709,1571881835,WITHDRAWAL,XRP,0.260674
1710,1571881832,DEPOSIT,XRP,0.857122
1711,1571881754,DEPOSIT,BTC,0.359855
1712,1571881742,WITHDRAWAL,ETH,0.971736
1713,1571881689,DEPOSIT,XRP,0.167167
1714,1571881603,WITHDRAWAL,BTC,0.109372
1715,1571881579,WITHDRAWAL,BTC,0.906407
1716,1571881495,WITHDRAWAL,BTC,0.428817
1717,1571881437,DEPOSIT,ETH,0.801603
1718,1571881410,DEPOSIT,XRP,0.800579
1719,1571881316,DEPOSIT,BTC,0.380457
1720,1571881282,WITHDRAWAL,BTC,0.025716
1721,1571881243,WITHDRAWAL,ETH,0.137628
1722,1571881180,WITHDRAWAL,BTC,0.020008
1723,1571881143,WITHDRAWAL,XRP,0.453328
1724,1571881108,DEPOSIT,ETH,0.267368
